target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-4-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C2977,1,,,,Nc1cccnc1C1CC1,COCC(=O)O,COCC(=O)Nc1cccnc1C1CC1,Amidation,,,,,,,,,,
C5811,1,,,,COc1ccc2cccnc2c1CN,O=S(=O)(Cl)c1ccccn1,COc1ccc2cccnc2c1CNS(=O)(=O)c1ccccn1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,,,,,,,
C6960,1,,,,CCCCC(=O)NCC1CCNCC1,OCc1cscn1,CCCCC(=O)NCC1CCN(Cc2cscn2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C7211,1,,,,NCCCC1CCCN1,OC1CCC(C2CCNCC2)CC1,C1CNC(CCCNC2CCC(C3CCNCC3)CC2)C1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C12880,1,,,,O=C(O)c1cccs1,Nc1ccc(Cl)c2ncccc12,O=C(Nc1ccc(Cl)c2ncccc12)c1cccs1,Amidation,,,,,,,,,,
C9828,1,,,,Nc1c[nH]cn1,CCC(=O)O,CCC(=O)Nc1cnc[nH]1,Amidation,,,,,,,,,,
C3955,1,,,,CNC(=O)c1cccc2cccnc12,CCOC(=O)c1csc(S(C)(=O)=O)n1,CCOC(=O)c1csc(N(C)C(=O)c2cccc3cccnc23)n1,Nucleophilic_aromatic_substitution_(methylsulfone),,,,,,,,,,
C5763,1,,,,O=C(O)c1cccc2ncccc12,NC(=O)C(N)c1ccccn1,NC(=O)C(NC(=O)c1cccc2ncccc12)c1ccccn1,Amidation,,,,,,,,,,
C13957,1,,,,FCCCC1CCNCC1,Brc1ccnc(-c2ccccn2)n1,FCCCC1CCN(c2ccnc(-c3ccccn3)n2)CC1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C3045,1,,,,COCC(=O)NC1CCNC1,O=C(O)c1ccn2ccnc2c1,COCC(=O)NC1CCN(C(=O)c2ccn3ccnc3c2)C1,Amidation,,,,,,,,,,
C15412,1,,,,NC(=NO)c1ccc(-n2cnc3ccccc32)nc1,COC(=O)c1ccc2ccccc2n1,c1ccc2nc(-c3nc(-c4ccc(-n5cnc6ccccc65)nc4)no3)ccc2c1,"1,2,4-Oxadiazole_synthesis_(amidoxime_+_carboxylate)",,,,,,,,,,
C15459,1,,,,CN(C)CCn1c(=O)[nH]c2ccc(C(=O)O)cc21,NCc1ncc[nH]1,CN(C)CCn1c(=O)[nH]c2ccc(C(=O)NCc3ncc[nH]3)cc21,Amidation,,,,,,,,,,
C2771,1,,,,O=[N+]([O-])c1ccc2c(c1)CNC2,CC(C)CC(C(=O)O)n1ccnc1,CC(C)CC(C(=O)N1Cc2ccc([N+](=O)[O-])cc2C1)n1ccnc1,Amidation,,,,,,,,,,
C2648,1,,,,O=C(O)CC(=O)NCc1ccncc1,ClCc1cscn1,O=C(Cc1nc(CCl)cs1)NCc1ccncc1,Minisci_reaction_with_carboxylic_acid_(intermolecular),,,,,,,,,,
C6746,1,,,,Clc1nccc(-n2cccn2)n1,CC(C)(CN)OC(F)F,CC(C)(CNc1nccc(-n2cccn2)n1)OC(F)F,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C11375,1,,,,O=C(O)Cc1ccc(Cl)nc1,NNC(=O)c1c[nH]c2ccccc12,O=C(Cc1ccc(Cl)nc1)NNC(=O)c1c[nH]c2ccccc12,Carboxylic_acid_+_hydrazine_condensation,,,,,,,,,,
C13096,1,,,,O=C(O)c1cn2ccccc2n1,CN(C(=O)c1ccccn1)C(CN)C1CC1,CN(C(=O)c1ccccn1)C(CNC(=O)c1cn2ccccc2n1)C1CC1,Amidation,,,,,,,,,,
C14036,1,,,,COCC(N)=O,Clc1ccc(-c2noc(-c3ccn[nH]3)n2)cc1,COCC(=O)Nc1ccc(-c2noc(-c3ccn[nH]3)n2)cc1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,,,
C8333,1,,,,O=C(O)c1ccc2[nH]ccc2c1,CC(CN)(NC(=O)c1ccccn1)C1CC1,CC(CNC(=O)c1ccc2[nH]ccc2c1)(NC(=O)c1ccccn1)C1CC1,Amidation,,,,,,,,,,
C2295,1,,,,CC(=O)NCC1CCCNC1,O=C1NCC(C(=O)O)n2nccc21,CC(=O)NCC1CCCN(C(=O)C2CNC(=O)c3ccnn32)C1,Amidation,,,,,,,,,,
C6774,1,,,,CC(CN)n1cccn1,O=C(O)c1cnc(C2CCCN2)nc1,CC(CNC(=O)c1cnc(C2CCCN2)nc1)n1cccn1,Amidation,,,,,,,,,,
C1055,1,,,,c1cc2n(n1)CCNC2,CC(C)(C)OC(=O)Cc1cccnc1,O=C(Cc1cccnc1)N1CCn2nccc2C1,Ester_amidation,,,,,,,,,,
C4500,1,,,,CC(N)CNC(=O)c1ccncc1,CC(C(=O)O)N1CCCCC1=O,CC(CNC(=O)c1ccncc1)NC(=O)C(C)N1CCCCC1=O,Amidation,,,,,,,,,,
C3197,1,,,,O=[N+]([O-])c1ccc2c(c1)CNC2,O=S(=O)(Cl)Cc1cscn1,O=[N+]([O-])c1ccc2c(c1)CN(S(=O)(=O)Cc1cscn1)C2,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,,,,,,,
C497,1,,,,Nc1ccn2ccnc2c1,CCOC(=O)c1cc2c(s1)CCNC2,O=C(Nc1ccn2ccnc2c1)c1cc2c(s1)CCNC2,Ester_amidation,,,,,,,,,,
C780,1,,,,O=C(O)CCF,NNc1ccnc2ccccc12,FCCc1nc(-c2ccccn2)nn1-c1ccnc2ccccc12,"1,2,4-Triazole_synthesis_from_carboxylic_acid,_amidine,_and_hydrazine",,,N=C(N)c1ccccn1,,,,,,,
C8907,1,,,,NCCNc1ccccn1,CC(C)(C)OC(=O)c1csc(C2CCNCC2)n1,O=C(NCCNc1ccccn1)c1csc(C2CCNCC2)n1,Ester_amidation,,,,,,,,,,
C626,1,,,,CC(CN)c1ccncc1,COCc1ccc(Br)nc1,COCc1ccc(NCC(C)c2ccncc2)nc1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C3739,1,,,,NCc1ccnc(C2CC2)c1,O=C(O)C(=O)Nc1ncc[nH]1,O=C(NCc1ccnc(C2CC2)c1)C(=O)Nc1ncc[nH]1,Amidation,,,,,,,,,,
C7133,1,,,,OCc1cnn2c1CNCC2,O=C(O)CSCc1ncc[nH]1,O=C(CSCc1ncc[nH]1)N1CCn2ncc(CO)c2C1,Amidation,,,,,,,,,,
C5852,1,,,,COCCC(N)c1cccnc1,O=C(O)c1ccc(Cl)cn1,COCCC(NC(=O)c1ccc(Cl)cn1)c1cccnc1,Amidation,,,,,,,,,,
C359,1,,,,Cn1cnc(C(C)(O)C2CCCNC2)c1,,Cn1cnc(C(C)(F)C2CCCNC2)c1,Hydroxy_to_fluoro,,,,,,,,,,
C13977,1,,,,O=C(O)c1cnc(-c2ccccn2)nc1,NCCCC(=O)O,O=C(O)CCCNC(=O)c1cnc(-c2ccccn2)nc1,Amidation,,,,,,,,,,
C13195,1,,,,CSCCCC(=O)O,CN1CCNCC1c1ncc[nH]1,CSCCCC(=O)N1CCN(C)C(c2ncc[nH]2)C1,Amidation,,,,,,,,,,
C9316,1,,,,c1ccc2[nH]cnc2c1,CS(=O)(=O)Cc1nc(CCl)cs1,CS(=O)(=O)Cc1nc(Cn2cnc3ccccc32)cs1,Amine_alkylation,,,,,,,,,,
C10351,1,,,,COc1ccc2cccnc2c1C(=O)O,CCC(O)c1cccnc1,CCC(OC(=O)c1c(OC)ccc2cccnc12)c1cccnc1,Steglich_esterification,,,,,,,,,,
C2390,1,,,,CCCO,Oc1ncccc1CNC1=NC2CCCCC2N1,CCCOc1ncccc1CNC1=NC2CCCCC2N1,Mitsunobu_aryl_ether_synthesis,,,,,,,,,,
C10247,1,,,,CC(O)C(N)=O,Cc1ccc2c(Br)ccc(O)c2n1,Cc1ccc2c(Br)ccc(OC(C)C(N)=O)c2n1,Mitsunobu_aryl_ether_synthesis,,,,,,,,,,
C15515,1,,,,NCCn1c(=O)[nH]c2ccccc21,Brc1c[nH]cn1,O=c1[nH]c2ccccc2n1CCNS(=O)(=O)c1c[nH]cn1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,,,,,,,,
C15530,1,,,,CC(=O)O,NCC1CCNC(=O)C1,CC(=O)NCC1CCNC(=O)C1,Amidation,,,,,,,,,,
C9739,1,,,,O=C(O)CN1CCSC2CCCCC21,CCC(=O)NC1(CN)CC1,CCC(=O)NC1(CNC(=O)CN2CCSC3CCCCC32)CC1,Amidation,,,,,,,,,,
C3973,1,,,,C=CC(=O)NCCCOc1cccc2cccnc12,Brc1cscn1,O=C(C=Cc1cscn1)NCCCOc1cccc2cccnc12,Heck_reaction_(intermolecular),,,,,,,,,,
C9743,1,,,,O=c1[nH]nc(Br)s1,CCC(=O)NC1CCC(N(C)C(C)=O)CC1,CCC(=O)NC1CCC(N(C)C(=O)Cc2n[nH]c(=O)s2)CC1,Alpha-arylation,,,,,,,,,,
C7474,1,,,,NCC1CCCNC1,CCc1csc(CC(=O)O)n1,CCc1csc(CC(=O)NCC2CCCNC2)n1,Amidation,,,,,,,,,,
C9038,1,,,,Nc1ncnc2cc(Br)ccc12,BrCC1CCCNC1,Brc1ccc2c(NCC3CCCNC3)ncnc2c1,Amine_alkylation,,,,,,,,,,
C14578,1,,,,Clc1ccc2c(c1)CNC2,O=C(O)c1ccncn1,O=C(c1ccncn1)N1Cc2ccc(Cl)cc2C1,Amidation,,,,,,,,,,
C5939,1,,,,CCNCc1cccnc1,COc1ccn2c(C(=O)O)cnc2c1,CCN(Cc1cccnc1)C(=O)c1cnc2cc(OC)ccn12,Amidation,,,,,,,,,,
C64802,1,,,,O=C(O)c1cccc2cn[nH]c12,Nc1nc(-c2cnco2)cs1,O=C(Nc1nc(-c2cnco2)cs1)c1cccc2cn[nH]c12,Amidation,,,,,,,,,,
C58699,1,,,,Ic1ccnc2ccccc12,CC1(C)OB(c2ccns2)OC1(C)C,c1ccc2c(-c3ccns3)ccnc2c1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C61728,1,,,,NCCC1CCCCN1,Cn1ncc2c(C(=O)O)ccnc21,Cn1ncc2c(C(=O)NCCC3CCCCN3)ccnc21,Amidation,,,,,,,,,,
C49235,1,,,,CC(O)C(=O)NC1CC(CCN)C1,O=C(O)CNc1ccccn1,CC(O)C(=O)NC1CC(CCNC(=O)CNc2ccccn2)C1,Amidation,,,,,,,,,,
C65714,1,,,,O=C(O)c1csc2nccn12,CCOC(C)c1nc(CNC)cs1,CCOC(C)c1nc(CN(C)C(=O)c2csc3nccn23)cs1,Amidation,,,,,,,,,,
