target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1
C50224,1,,,,CCNC(=O)C1CCNCC1,OC1CC=CC1,CCNC(=O)C1CCN(C2CC=CC2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C55828,1,,,,NCC1(N2CCCCC2)CCOCC1,CCC(NC(C)C)C(=O)O,CCC(NC(C)C)C(=O)NCC1(N2CCCCC2)CCOCC1,Amidation,,,
C84544,1,,,,NNC(=O)c1cn[nH]c1,CC(C)(C)N1CCC(N)C1,CC(C)(C)N1CCC(NC(=O)NNC(=O)c2cn[nH]c2)C1,Formation_of_urea_from_two_amines,,,
C10571,1,,,,CC(=O)NCC1CCNCC1,CC(Sc1ccccn1)C(=O)O,CC(=O)NCC1CCN(C(=O)C(C)Sc2ccccn2)CC1,Amidation,,,
C27676,1,,,,O=C(O)c1cc2cccn2cn1,COCc1nccc(N)n1,COCc1nccc(NC(=O)c2cc3cccn3cn2)n1,Amidation,,,
C31957,1,,,,Brc1cccc2c1NCC2,COCC=CB1OC(C)(C)C(C)(C)O1,COCC=Cc1cccc2c1NCC2,Sp2-sp2_Suzuki_coupling,,,
C68883,1,,,,O=Cc1n[nH]c2ccccc12,CC(C)NCc1cccnc1,CC(C)N(Cc1cccnc1)Cc1n[nH]c2ccccc12,Reductive_amination,,,
C1322,1,,,,CCC(=O)O,NOC1CCCCC1,CCC(=O)NOC1CCCCC1,Amidation,,,
C59001,1,,,,c1coc(C2CCNCC2)n1,O=[N+]([O-])c1c(Br)ccc2ncccc12,O=[N+]([O-])c1c(N2CCC(c3ncco3)CC2)ccc2ncccc12,N-nucleophilic_aromatic_substitution,,,
C11209,1,,,,ClCCc1ccccn1,CNOC,CON(C)CCc1ccccn1,Amine_alkylation,,,
C12403,1,,,,Nc1nnc(-c2ccccn2)s1,CC(CN)N1CCc2sccc2C1,CC(CNC(=O)Nc1nnc(-c2ccccn2)s1)N1CCc2sccc2C1,Formation_of_urea_from_two_amines,,,
C63643,1,,,,Nc1ncccc1C(F)(F)F,NCCCn1cccn1,O=C(NCCCn1cccn1)Nc1ncccc1C(F)(F)F,Formation_of_urea_from_two_amines,,,
C46960,1,,,,Cc1ccc(N)nc1,CC(CN)c1ccncc1,Cc1ccc(NC(=O)NCC(C)c2ccncc2)nc1,Formation_of_urea_from_two_amines,,,
C48055,1,,,,CC(=O)NC(C)C1CCNCC1,NCCc1cccnc1,CC(=O)NC(C)C1CCN(C(=O)NCCc2cccnc2)CC1,Formation_of_urea_from_two_amines,,,
C64811,1,,,,Nc1ccc(N2CCCCC2)cn1,COC(=O)c1ccc2c(c1)CCN2,O=C(Nc1ccc(N2CCCCC2)cn1)c1ccc2c(c1)CCN2,Ester_amidation,,,
C51256,1,,,,BrCC1CCCNC1,O=c1cccc(Br)[nH]1,O=c1cccc(Br)n1CC1CCCNC1,Amine_alkylation,,,
C10335,1,,,,CNCc1nnc2ccccn12,NCC1CCCCN1,CN(Cc1nnc2ccccn12)C(=O)NCC1CCCCN1,Formation_of_urea_from_two_amines,,,
C7181,1,,,,CC(CC(=O)O)C(F)(F)F,Nc1ccn(C2CCCCC2)n1,CC(CC(=O)Nc1ccn(C2CCCCC2)n1)C(F)(F)F,Amidation,,,
C74188,1,,,,c1cc(C2CCNC2)on1,O=C(O)c1ccc2cn[nH]c2c1,O=C(c1ccc2cn[nH]c2c1)N1CCC(c2ccno2)C1,Amidation,,,
C55819,1,,,,SCCN1CCCCC1,ClCc1nnc(C2CCOCC2)o1,C1CCN(CCSCc2nnc(C3CCOCC3)o2)CC1,Nucleophilic_substitution_with_thiol,,,
C4781,1,,,,OB(O)c1cc[nH]n1,IC1=CCCC1,C1=C(c2cc[nH]n2)CCC1,Sp2-sp2_Suzuki_coupling,,,
C54984,1,,,,OCCCNCc1ccccn1,CCN1N=C(C(=O)O)CC1=O,CCN1N=C(C(=O)N(CCCO)Cc2ccccn2)CC1=O,Amidation,,,
C17883,1,,,,NC1CCCNC1,CC(=O)N1c2ccccc2CC1C(=O)O,CC(=O)N1c2ccccc2CC1C(=O)NC1CCCNC1,Amidation,,,
C45746,1,,,,O=c1c2ccccc2nc(S)n1-c1ccccc1,CC(Cl)C(=O)N1CCCCC1,CC(Sc1nc2ccccc2c(=O)n1-c1ccccc1)C(=O)N1CCCCC1,Nucleophilic_substitution_with_thiol,,,
C4100,1,,,,CC(=O)NC(C)C1CCNCC1,O=C(O)c1ncc[nH]1,CC(=O)NC(C)C1CCN(C(=O)c2ncc[nH]2)CC1,Amidation,,,
C124652,1,,,,CCN(CC)C(=O)c1cccc(N)c1,CC(C(=O)O)N1CCc2ccccc21,CCN(CC)C(=O)c1cccc(NC(=O)C(C)N2CCc3ccccc32)c1,Amidation,,,
C5539,1,,,,CCN=C=O,C=C1CC2CCC(C1)N2,C=C1CC2CCC(C1)N2C(=O)NCC,Isocyanate_to_urea,,,
C2619,1,,,,CC(C)(C)OC(=O)N1CCCC(C2CCCNC2)C1,,C1CNCC(C2CCCNC2)C1,N-Boc_deprotection,,,
C7655,1,,,,CCCI,NC1CC2(C1)N=N2,CCCS(=O)(=O)NC1CC2(C1)N=N2,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,
C54541,1,,,,O=C1CCCNC1,CNCC1CCOC1,CN(CC1CCOC1)C1CCCNC1,Reductive_amination,,,
C43016,1,,,,COc1ccc2c(c1)CCCN2C(=O)CCl,CC(O)Cc1ncc[nH]1,COc1ccc2c(c1)CCCN2C(=O)COC(C)Cc1ncc[nH]1,Williamson_ether_synthesis,,,
C12352,1,,,,CCCS(=O)(=O)NC1CCNCC1,O=C(O)C(F)n1cccn1,CCCS(=O)(=O)NC1CCN(C(=O)C(F)n2cccn2)CC1,Amidation,,,
C47143,1,,,,O=C1NCCC1CCO,CCOC(=O)NC1CCCNC1,CCOC(=O)NC1CCCN(CCC2CCNC2=O)C1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C44440,1,,,,NCC1CCNC(=O)C1,Cn1ccc2ccc(CN)cc21,Cn1ccc2ccc(CNC(=O)NCC3CCNC(=O)C3)cc21,Formation_of_urea_from_two_amines,,,
C45943,1,,,,Clc1ccnc(N2CCCCC2)n1,Sc1ccccn1,c1ccc(Sc2ccnc(N3CCCCC3)n2)nc1,S-nucleophilic_aromatic_substitution,,,
C26601,1,,,,COCC(C)N,Cc1onc(-c2ccncc2)c1C(=O)O,COCC(C)NC(=O)c1c(-c2ccncc2)noc1C,Amidation,,,
C1382,1,,,,O=C(O)CC1CCCCN1,C#CCCN,C#CCCNC(=O)CC1CCCCN1,Amidation,,,
C46399,1,,,,CC(CN)N1CCCCC1,NCc1ccc2cn[nH]c2c1,CC(CNC(=O)NCc1ccc2cn[nH]c2c1)N1CCCCC1,Formation_of_urea_from_two_amines,,,
C35473,1,,,,OCc1cn[nH]c1,O=C(O)C1CC(=O)N(c2cn[nH]c2)C1,O=C(OCc1cn[nH]c1)C1CC(=O)N(c2cn[nH]c2)C1,Steglich_esterification,,,
C5997,1,,,,CC(S)C(=O)O,C=C1CCCNC1,C=C1CCCN(C(=O)C(C)S)C1,Amidation,,,
C1603,1,,,,O=C(O)c1cnco1,CCCCNCC,CCCCN(CC)C(=O)c1cnco1,Amidation,,,
C3542,1,,,,CC(C)C(=O)O,CNCC1CCCCN1,CC(C)C(=O)N(C)CC1CCCCN1,Amidation,,,
C99297,1,,,,c1ccc2c(c1)CCCN2,O=C(O)c1cnc(C2CCNCC2)o1,O=C(c1cnc(C2CCNCC2)o1)N1CCCc2ccccc21,Amidation,,,
C15069,1,,,,O=C(O)c1ccccn1,CCCNO,CCCN(O)C(=O)c1ccccn1,Amidation,,,
C46715,1,,,,CCCNCCN1CCCCC1,CC(C)n1cnc(CN)c1,CCCN(CCN1CCCCC1)C(=O)NCc1cn(C(C)C)cn1,Formation_of_urea_from_two_amines,,,
C1366,1,,,,NOC1CCCC1,CC(C(=O)O)C1CCN(C(=O)OC(C)(C)C)C1,CC(C(=O)NOC1CCCC1)C1CCN(C(=O)OC(C)(C)C)C1,Amidation,,,
C51172,1,,,,BrCC1CCCNC1,NCc1ccn2cnnc2c1,O=S(=O)(CC1CCCNC1)NCc1ccn2cnnc2c1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,
C8031,1,,,,O=C(O)c1ccccn1,CC(C)(C#N)CN,CC(C)(C#N)CNC(=O)c1ccccn1,Amidation,,,
C2404,1,,,,CC(C)NC1CCNCC1,CC(C)=CCCC(C)CC(=O)O,CC(C)=CCCC(C)CC(=O)N(C(C)C)C1CCNCC1,Amidation,,,
